Name,Category,Format & Duration,Instructions,Equipment Needed,Training Goals,Scaling Options,Movement Types,Target Stimulus,Score Type,Level,Environment,Coach Notes,Stimulus,Description,Estimated-Times,Estimated-Times-Human,Warmup,Coaching-Cues,Scaling-Tiers,Flavor-Text,WorkoutID,DifficultyTier,Instructions_Clean
Thruster Ladder,Amrap/interval,AMRAP 12,"3 thrusters (45/30 kgs), 3 Pull-ups. add 3 reps to each movement every round (6, 6; 9, 9; etc.)","Barbell, Pull-up Bar","Strength Endurance, Work Capacity","Reduce reps, lighten load, or modify gymnastics (e.g., banded pull-ups, lighter KB, shortened run distances).","Gymnastics, Weightlifting",General,Rounds,Intermediate,Gym,"Web search performed for Thruster Ladder. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",Anaerobic/Mixed (AMRAP Intensity),Web search performed for Thruster Ladder. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX_rounds"": 13, ""Intermediate_rounds"": 10, ""Beginner_rounds"": 6, ""Minutes"": 12}",5m 0s,"5-10 min general cardio (row/jog/bike); Air squats and goblet squats progression, ankle mobility; Scapular pull-ups, ring rows or banded pull-ups",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint. Break thrusters into manageable sets; keep front rack tight. Use kip efficiently; consider banded pull-ups to keep turnover high.,"{""Beginner"": ""1 Thrusters (22/15 kgs), 1 Pull-ups. Add 1 reps to each movement every round (3, 3; 4, 4; etc.) - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""3 Thrusters (45/30 kgs), 3 Pull-ups. Add 3 reps to each movement every round (6, 6; 9, 9; etc.) - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""3 Thrusters (45/30 kgs), 3 Pull-ups. Add 3 reps to each movement every round (6, 6; 9, 9; etc.) - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""3 Thrusters (45/30 kgs), 3 Pull-ups. Add 3 reps to each movement every round (6, 6; 9, 9; etc.) - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Thruster Ladder - Brutal but fair; pace wisely and prioritize technique.,11,Advanced,"3 thrusters (45/30 kgs), 3 pull-ups. add 3 repetitions to each movement every round (6, 6; 9, 9; etc.)"
Dumbbell Trio,Dumbbell/kettlebell,For Time,"20 dumbbell snatches (25/15 kgs), 20 dumbbell box step-overs (20 in), 20 v-ups.","Dumbbell, Box","Conditioning, Unilateral Strength","Reduce reps, lighten load, or modify gymnastics (e.g., banded pull-ups, lighter KB, shortened run distances).",Weightlifting,General,Time,Intermediate,Gym,"Web search performed for Dumbbell Trio. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",For Time - High Intensity Pacing,Web search performed for Dumbbell Trio. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX"": 390, ""Intermediate"": 546, ""Beginner"": 780}",6m 30s,"5-10 min general cardio (row/jog/bike); Hip hinge mobility: kettlebell deadlift warm-up, Romanian deadlift 3x8",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint.,"{""Beginner"": ""10 Dumbbell Snatches (12/7 kgs), 10 Dumbbell Box Step-overs (10 in), 10 V-ups. - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""20 Dumbbell Snatches (25/15 kgs), 20 Dumbbell Box Step-overs (20 in), 20 V-ups. - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""20 Dumbbell Snatches (25/15 kgs), 20 Dumbbell Box Step-overs (20 in), 20 V-ups. - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""20 Dumbbell Snatches (25/15 kgs), 20 Dumbbell Box Step-overs (20 in), 20 V-ups. - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Dumbbell Trio - A for time - high intensity pacing challenge that demands focus and grit.,12,Advanced,"20 dumbbell snatches (25/15 kgs), 20 dumbbell box step-overs (20 in), 20 v-ups."
Benchmark B,Monostructural/cardio,For Time,"double unders (2x reps: 100-80-60-40-20), air squats.",Jump Rope,"Speed, Coordination","Reduce reps, lighten load, or modify gymnastics (e.g., banded pull-ups, lighter KB, shortened run distances).",Monostructural,General,Time,Intermediate,Gym,"Web search performed for Benchmark B. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",For Time - High Intensity Pacing,Web search performed for Benchmark B. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX"": 360, ""Intermediate"": 503, ""Beginner"": 720}",6m 0s,5-10 min general cardio (row/jog/bike),Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint.,"{""Beginner"": ""Double Unders (1x reps: 50-40-30-20-10), Air Squats. - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""Double Unders (2x reps: 100-80-60-40-20), Air Squats. - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""Double Unders (2x reps: 100-80-60-40-20), Air Squats. - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""Double Unders (2x reps: 100-80-60-40-20), Air Squats. - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Benchmark B - Expect sharp efforts and quick transitions; small mistakes add up.,13,Advanced,"Double unders (2x repetitions: 100-80-60-40-20), air squats."
Core Destroyer,Gymnastics/skill,For Time,"15 ghd Sit-ups, 10 toes-to-bar, 15 back extensions. for time","GHD Machine, Pull-up Bar","Midline Strength, Endurance","Reduce reps, lighten load, or modify gymnastics (e.g., banded pull-ups, lighter KB, shortened run distances).",Gymnastics,General,Time,Intermediate,Gym,"Web search performed for Core Destroyer. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",For Time - High Intensity Pacing,Web search performed for Core Destroyer. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX"": 270, ""Intermediate"": 378, ""Beginner"": 540}",4m 30s,5-10 min general cardio (row/jog/bike),Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint.,"{""Beginner"": ""7 GHD Sit-ups, 5 Toes-to-Bar, 7 Back Extensions. - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""15 GHD Sit-ups, 10 Toes-to-Bar, 15 Back Extensions. - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""15 GHD Sit-ups, 10 Toes-to-Bar, 15 Back Extensions. - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""15 GHD Sit-ups, 10 Toes-to-Bar, 15 Back Extensions. - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Core Destroyer - Expect sharp efforts and quick transitions; small mistakes add up.,14,Intermediate,"15 ghd sit-ups, 10 toes-to-bar, 15 back extensions. complete the following for time"
Kettlebell Swing & Goblet,Dumbbell/kettlebell,AMRAP 18,"15 Kettlebell swings (24/16 kg), 10 goblet squats (24/16 kg), 5 strict Push-ups.",Kettlebell,Muscular Endurance,"Reduce reps, lighten load, or modify gymnastics (e.g., banded pull-ups, lighter KB, shortened run distances).","Gymnastics, Weightlifting",General,Rounds,Intermediate,Gym,"Web search performed for Kettlebell Swing & Goblet. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",Aerobic/Mixed (Long AMRAP),Web search performed for Kettlebell Swing & Goblet. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX_rounds"": 13, ""Intermediate_rounds"": 10, ""Beginner_rounds"": 6, ""Minutes"": 12}",6m 0s,"5-10 min general cardio (row/jog/bike); Hip hinge mobility: kettlebell deadlift warm-up, Romanian deadlift 3x8; Shoulder activation: band pull-aparts, push-up progressions",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint. Aim for unbroken swings if possible; hinge from the hips.,"{""Beginner"": ""7 Kettlebell Swings (12/8 kg), 5 Goblet Squats (12/8 kg), 2 Strict Push-ups. - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""15 Kettlebell Swings (24/16 kg), 10 Goblet Squats (24/16 kg), 5 Strict Push-ups. - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""15 Kettlebell Swings (24/16 kg), 10 Goblet Squats (24/16 kg), 5 Strict Push-ups. - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""15 Kettlebell Swings (24/16 kg), 10 Goblet Squats (24/16 kg), 5 Strict Push-ups. - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Kettlebell Swing & Goblet - Brutal but fair; pace wisely and prioritize technique.,15,Advanced,"15 kettlebell swings (24/16 kg), 10 goblet squats (24/16 kg), 5 strict push-ups."
Heavy Deadlifts,Barbell/weightlifting,For Time,"5 deadlifts (125/85 kgs), 10 hand release Push-ups, 15 box jumps (24/20 in).","Barbell, Box","Strength, Anaerobic Power","Reduce reps, lighten load, or modify gymnastics (e.g., banded pull-ups, lighter KB, shortened run distances).","Gymnastics, Weightlifting",General,Time,Intermediate,Gym,"Web search performed for Heavy Deadlifts. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",For Time - High Intensity Pacing,Web search performed for Heavy Deadlifts. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX"": 420, ""Intermediate"": 588, ""Beginner"": 840}",7m 0s,"5-10 min general cardio (row/jog/bike); Hip hinge mobility: kettlebell deadlift warm-up, Romanian deadlift 3x8; Shoulder activation: band pull-aparts, push-up progressions",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint. Maintain neutral spine; use mixed grip for heavy sets if needed.,"{""Beginner"": ""2 Deadlifts (62/42 kgs), 5 Hand Release Push-ups, 7 Box Jumps (12/10 in). - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""5 Deadlifts (125/85 kgs), 10 Hand Release Push-ups, 15 Box Jumps (24/20 in). - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""5 Deadlifts (125/85 kgs), 10 Hand Release Push-ups, 15 Box Jumps (24/20 in). - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""5 Deadlifts (125/85 kgs), 10 Hand Release Push-ups, 15 Box Jumps (24/20 in). - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Heavy Deadlifts - Expect sharp efforts and quick transitions; small mistakes add up.,16,Elite,"5 deadlifts (125/85 kgs), 10 hand release push-ups, 15 box jumps (24/20 in)."
Running & Rowing,Monostructural/cardio,For Time,"complete the distance on the rower, then run the same distance. for time","Rower, Running Track/Space","Pacing, Aerobic Power","Reduce reps, lighten load, or modify gymnastics (e.g., banded pull-ups, lighter KB, shortened run distances).",Monostructural,General,Time,Intermediate,Gym,"Web search performed for Running & Rowing. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",For Time - High Intensity Pacing,Web search performed for Running & Rowing. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX"": 360, ""Intermediate"": 503, ""Beginner"": 720}",6m 0s,5-10 min general cardio (row/jog/bike); Strides or ramped efforts for 6x20s,Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint.,"{""Beginner"": ""Complete the distance on the Rower, then run the same distance. - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""Complete the distance on the Rower, then run the same distance. - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""Complete the distance on the Rower, then run the same distance. - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""Complete the distance on the Rower, then run the same distance. - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Running & Rowing - Brutal but fair; pace wisely and prioritize technique.,17,Advanced,"Complete the distance on the rower, then run the same distance. complete the following for time"
Pressing Pyramid,Emom/pacing,EMOM 15,odd minutes: max effort strict press (45/30 kgs). even minutes: max effort Pull-ups. rest on the 15th minute.,"Barbell, Pull-up Bar","Strength, Muscular Stamina","Reduce reps, lighten load, or modify gymnastics (e.g., banded pull-ups, lighter KB, shortened run distances).",Gymnastics,General,Rounds/Load,Intermediate,Gym,"Web search performed for Pressing Pyramid. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",Interval Power / Strength-Endurance,Web search performed for Pressing Pyramid. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX_rounds"": 15, ""Intermediate_rounds"": 12, ""Beginner_rounds"": 7, ""Minutes"": 12}",Time varies by athlete,"5-10 min general cardio (row/jog/bike); Shoulder activation: band pull-aparts, push-up progressions; Scapular pull-ups, ring rows or banded pull-ups",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint. Use kip efficiently; consider banded pull-ups to keep turnover high.,"{""Beginner"": ""Odd Minutes: Max effort Strict Press (22/15 kgs). Even Minutes: Max effort Pull-ups. Rest on the 7th minute. - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""Odd Minutes: Max effort Strict Press (45/30 kgs). Even Minutes: Max effort Pull-ups. Rest on the 15th minute. - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""Odd Minutes: Max effort Strict Press (45/30 kgs). Even Minutes: Max effort Pull-ups. Rest on the 15th minute. - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""Odd Minutes: Max effort Strict Press (45/30 kgs). Even Minutes: Max effort Pull-ups. Rest on the 15th minute. - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Pressing Pyramid - A interval power / strength-endurance challenge that demands focus and grit.,18,Intermediate,Odd minutes: max effort strict press (45/30 kgs). even minutes: max effort pull-ups. rest on the 15th minute.
Partner Thruster,Barbell/weightlifting,For Time,"accumulate 100 thrusters (45/30 kgs). partner a works, partner b holds a plank. switch when partner a breaks.",Barbell (45/30 kgs),"Teamwork, Strength Endurance","Reduce reps, lighten load, or modify gymnastics (e.g., banded pull-ups, lighter KB, shortened run distances).",Weightlifting,General,Time,Intermediate,Gym,"Web search performed for Partner Thruster. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",For Time - High Intensity Pacing,Web search performed for Partner Thruster. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX"": 300, ""Intermediate"": 420, ""Beginner"": 600}",5m 0s,"5-10 min general cardio (row/jog/bike); Air squats and goblet squats progression, ankle mobility",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint. Break thrusters into manageable sets; keep front rack tight.,"{""Beginner"": ""Accumulate 50 Thrusters (22/15 kgs). Partner A works, Partner B holds a Plank. Switch when Partner A breaks. - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""Accumulate 100 Thrusters (45/30 kgs). Partner A works, Partner B holds a Plank. Switch when Partner A breaks. - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""Accumulate 100 Thrusters (45/30 kgs). Partner A works, Partner B holds a Plank. Switch when Partner A breaks. - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""Accumulate 100 Thrusters (45/30 kgs). Partner A works, Partner B holds a Plank. Switch when Partner A breaks. - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Partner Thruster - Brutal but fair; pace wisely and prioritize technique.,19,Intermediate,"Accumulate 100 thrusters (45/30 kgs). partner a works, partner b holds a plank. switch when partner a breaks."
Bike & Burpee,Amrap/interval,For Time,"20/15 calorie bike, 10 burpee box jump overs.","Assault/Echo Bike, Box",High-Intensity Conditioning,"Reduce reps, lighten load, or modify gymnastics (e.g., banded pull-ups, lighter KB, shortened run distances).","Gymnastics, Monostructural",General,Time,Intermediate,Gym,"Web search performed for Bike & Burpee. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",For Time - High Intensity Pacing,Web search performed for Bike & Burpee. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX"": 300, ""Intermediate"": 420, ""Beginner"": 600}",5m 0s,5-10 min general cardio (row/jog/bike),Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint.,"{""Beginner"": ""10/7 Calorie Bike, 5 Burpee Box Jump Overs. - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""20/15 Calorie Bike, 10 Burpee Box Jump Overs. - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""20/15 Calorie Bike, 10 Burpee Box Jump Overs. - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""20/15 Calorie Bike, 10 Burpee Box Jump Overs. - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Bike & Burpee - A for time - high intensity pacing challenge that demands focus and grit.,20,Intermediate,"20/15 calorie bike, 10 burpee box jump overs."
The Chipper,Grind/endurance,For Time,"50 box jumps, 40 wall balls, 30 Kettlebell swings, 20 toes-to-bar, 10 overhead squats (45/30 kgs). must complete all reps of one exercise before moving to the next.","Box, Wall Ball, Kettlebell, Barbell","Stamina, Volume Tolerance","Reduce reps, lighten load, or modify gymnastics (e.g., banded pull-ups, lighter KB, shortened run distances).","Gymnastics, Weightlifting",General,Time,Intermediate,Gym,"Web search performed for The Chipper. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",For Time - High Intensity Pacing,Web search performed for The Chipper. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX"": 450, ""Intermediate"": 630, ""Beginner"": 900}",7m 30s,"5-10 min general cardio (row/jog/bike); Hip hinge mobility: kettlebell deadlift warm-up, Romanian deadlift 3x8; Air squats and goblet squats progression, ankle mobility",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint. Set a rhythm and target the top of the wall mark consistently. Aim for unbroken swings if possible; hinge from the hips.,"{""Beginner"": ""25 Box Jumps, 20 Wall Balls, 15 Kettlebell Swings, 10 Toes-to-Bar, 5 Overhead Squats (22/15 kgs). Must complete all reps of one exercise before moving to the next. - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""50 Box Jumps, 40 Wall Balls, 30 Kettlebell Swings, 20 Toes-to-Bar, 10 Overhead Squats (45/30 kgs). Must complete all reps of one exercise before moving to the next. - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""50 Box Jumps, 40 Wall Balls, 30 Kettlebell Swings, 20 Toes-to-Bar, 10 Overhead Squats (45/30 kgs). Must complete all reps of one exercise before moving to the next. - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""50 Box Jumps, 40 Wall Balls, 30 Kettlebell Swings, 20 Toes-to-Bar, 10 Overhead Squats (45/30 kgs). Must complete all reps of one exercise before moving to the next. - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",The Chipper - Expect sharp efforts and quick transitions; small mistakes add up.,21,Elite,"50 box jumps, 40 wall balls, 30 kettlebell swings, 20 toes-to-bar, 10 overhead squats (45/30 kgs). must complete all repetitions of one exercise before moving to the next."
Dumbbell Devils,Dumbbell/kettlebell,AMRAP 10,"5 devil's press (25/15 kgs), 10 alternating pistol squats (or weighted lunges).",2 Dumbbells,"Power, Coordination","Reduce reps, lighten load, or modify gymnastics (e.g., banded pull-ups, lighter KB, shortened run distances).",General,General,Rounds,Intermediate,Gym,"Web search performed for Dumbbell Devils. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",Anaerobic/Mixed (AMRAP Intensity),Web search performed for Dumbbell Devils. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX_rounds"": 14, ""Intermediate_rounds"": 11, ""Beginner_rounds"": 7, ""Minutes"": 12}",6m 0s,"5-10 min general cardio (row/jog/bike); Shoulder activation: band pull-aparts, push-up progressions",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint.,"{""Beginner"": ""2 Devil's Press (12/7 kgs), 5 Alternating Pistol Squats (or weighted Lunges). - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""5 Devil's Press (25/15 kgs), 10 Alternating Pistol Squats (or weighted Lunges). - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""5 Devil's Press (25/15 kgs), 10 Alternating Pistol Squats (or weighted Lunges). - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""5 Devil's Press (25/15 kgs), 10 Alternating Pistol Squats (or weighted Lunges). - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Dumbbell Devils - Expect sharp efforts and quick transitions; small mistakes add up.,22,Intermediate,"5 devil's press (25/15 kgs), 10 alternating pistol squats (or weighted lunges)."
Triple EMOM,Emom/pacing,EMOM 24,minute 1: 12/9 calorie row. minute 2: 10 burpees over the rower. minute 3: 10 ghd Sit-ups. minute 4: rest. (repeat 6 times),"Rower, GHD Machine","Pacing, Aerobic Capacity","Reduce reps, lighten load, or modify gymnastics (e.g., banded pull-ups, lighter KB, shortened run distances).","Gymnastics, Monostructural",General,Rounds/Load,Intermediate,Gym,"Web search performed for Triple EMOM. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",Interval Power / Strength-Endurance,Web search performed for Triple EMOM. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX_rounds"": 15, ""Intermediate_rounds"": 12, ""Beginner_rounds"": 7, ""Minutes"": 12}",Time varies by athlete,5-10 min general cardio (row/jog/bike),Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint.,"{""Beginner"": ""Minute 1: 6/4 Calorie Row. Minute 1: 5 Burpees over the Rower. Minute 1: 5 GHD Sit-ups. Minute 2: Rest. (Repeat 3 times) - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""Minute 1: 12/9 Calorie Row. Minute 2: 10 Burpees over the Rower. Minute 3: 10 GHD Sit-ups. Minute 4: Rest. (Repeat 6 times) - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""Minute 1: 12/9 Calorie Row. Minute 2: 10 Burpees over the Rower. Minute 3: 10 GHD Sit-ups. Minute 4: Rest. (Repeat 6 times) - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""Minute 1: 12/9 Calorie Row. Minute 2: 10 Burpees over the Rower. Minute 3: 10 GHD Sit-ups. Minute 4: Rest. (Repeat 6 times) - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Triple EMOM - Brutal but fair; pace wisely and prioritize technique.,23,Intermediate,Minute 1: 12/9 calorie row. minute 2: 10 burpees over the rower. minute 3: 10 ghd sit-ups. minute 4: rest. (repeat 6 times)
Dumbbell AMRAP,Amrap/interval,AMRAP 20,"10 dumbbell thrusters (20/10 kgs), 10 dumbbell facing burpees, 10 dumbbell box step-overs (20 in).","2 Dumbbells, Box","Muscular Endurance, Work Capacity","Reduce reps, lighten load, or modify gymnastics (e.g., banded pull-ups, lighter KB, shortened run distances).","Gymnastics, Weightlifting",General,Rounds,Intermediate,Gym,"Web search performed for Dumbbell AMRAP. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",Aerobic/Mixed (Long AMRAP),Web search performed for Dumbbell AMRAP. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX_rounds"": 19, ""Intermediate_rounds"": 15, ""Beginner_rounds"": 9, ""Minutes"": 20}",5m 0s,"5-10 min general cardio (row/jog/bike); Air squats and goblet squats progression, ankle mobility",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint. Break thrusters into manageable sets; keep front rack tight.,"{""Beginner"": ""5 Dumbbell Thrusters (10/5 kgs), 5 Dumbbell Facing Burpees, 5 Dumbbell Box Step-overs (10 in). - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""10 Dumbbell Thrusters (20/10 kgs), 10 Dumbbell Facing Burpees, 10 Dumbbell Box Step-overs (20 in). - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""10 Dumbbell Thrusters (20/10 kgs), 10 Dumbbell Facing Burpees, 10 Dumbbell Box Step-overs (20 in). - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""10 Dumbbell Thrusters (20/10 kgs), 10 Dumbbell Facing Burpees, 10 Dumbbell Box Step-overs (20 in). - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Dumbbell AMRAP - Brutal but fair; pace wisely and prioritize technique.,24,Elite,"10 dumbbell thrusters (20/10 kgs), 10 dumbbell facing burpees, 10 dumbbell box step-overs (20 in)."
