Name,Category,Format & Duration,Instructions,Equipment Needed,Muscle Groups,Training Goals,Unnamed: 7,Unnamed: 8,Time Domain,Scaling Options,Movement Types,Workout Complexity,Target Stimulus,RX Standards,Score Type,Level,Environment,Equipment Alternatives,Energy System,Coach Notes,Movement Count,Primary Category,Difficulty Score,Movement Patterns,Stimulus,Structure Type,Description,Movement-Level-Metadata,Difficulty-Score-Computed,Difficulty-Label,Estimated-Times,Estimated-Times-Human,Warmup,Coaching-Cues,Scaling-Tiers,Demo-Search-Queries,Training-Adaptation-Tags,Equipment-Footprint,Flavor-Text
Grinder-9,Custom,For Time (10-15 minutes),"27 Running, 29 Snatches, 35 Box Jumps, 39 Thrusters","Barbell, Kettlebell, Rower, Pull-up Bar",Full Body,"Conditioning, Stamina",,,Medium,,"Gymnastics, Monostructural, Weightlifting",Moderate,,Bodyweight or unspecified,Time,,,,Mixed,,4,Weightlifting,5,"Hinge, Push, Squat",For Time - High Intensity Pacing,Standard,,"[{""movement"": ""Run"", ""reps"": ""27"", ""type"": ""Monostructural"", ""pattern"": ""Locomotion"", ""equipment"": ""Row/Bike/Running"", ""skill_level"": ""Beginner""}, {""movement"": ""Snatch"", ""reps"": ""29"", ""type"": ""Weightlifting"", ""pattern"": ""Hinge"", ""equipment"": ""Barbell"", ""skill_level"": ""Intermediate""}, {""movement"": ""Box Jump"", ""reps"": ""35"", ""type"": ""General"", ""pattern"": ""General"", ""equipment"": ""Barbell, Kettlebell, Rower, Pull-up Bar"", ""skill_level"": ""Intermediate""}, {""movement"": ""Thruster"", ""reps"": ""39"", ""type"": ""Weightlifting"", ""pattern"": ""Squat"", ""equipment"": ""Barbell"", ""skill_level"": ""Intermediate""}]",7,Hard,"{""RX"": 360, ""Intermediate"": 503, ""Beginner"": 720}",6m 0s,"5-10 min general cardio (row/jog/bike); Hip hinge mobility: kettlebell deadlift warm-up, Romanian deadlift 3x8; Air squats and goblet squats progression, ankle mobility; Strides or ramped efforts for 6x20s",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint.,"{""Beginner"": ""13 Running, 14 Snatches, 17 Box Jumps, 19 Thrusters - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""27 Running, 29 Snatches, 35 Box Jumps, 39 Thrusters - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""27 Running, 29 Snatches, 35 Box Jumps, 39 Thrusters - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""27 Running, 29 Snatches, 35 Box Jumps, 39 Thrusters - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}","{""YouTube Search"": ""Grinder-9 workout demo 27 Running"", ""CF Library Search"": ""Grinder-9 workout demo 27 Running CrossFit movement demo""}","Gymnastics Skill, Lactate Threshold / Conditioning",Full Gym,Grinder-9 - Expect sharp efforts and quick transitions; small mistakes add up.
Hammerfall-10,Custom,For Time,"24 Box Jumps, 25 Burpees, 40 Rowing","Barbell, Kettlebell, Rower, Pull-up Bar",Full Body,"Conditioning, Stamina",,,Mixed,,"Gymnastics, Monostructural",Moderate,,Bodyweight or unspecified,Time,,,,Mixed,,3,Gymnastics,4,Pull,For Time - High Intensity Pacing,Standard,,"[{""movement"": ""Box Jump"", ""reps"": ""24"", ""type"": ""General"", ""pattern"": ""General"", ""equipment"": ""Barbell, Kettlebell, Rower, Pull-up Bar"", ""skill_level"": ""Intermediate""}, {""movement"": ""Burpee"", ""reps"": ""25"", ""type"": ""General"", ""pattern"": ""General"", ""equipment"": ""Barbell, Kettlebell, Rower, Pull-up Bar"", ""skill_level"": ""Intermediate""}, {""movement"": ""Row"", ""reps"": ""40"", ""type"": ""Monostructural"", ""pattern"": ""General"", ""equipment"": ""Pull-up Bar, Row/Bike/Running"", ""skill_level"": ""Beginner""}]",4,Moderate,"{""RX"": 270, ""Intermediate"": 378, ""Beginner"": 540}",4m 30s,5-10 min general cardio (row/jog/bike),Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint.,"{""Beginner"": ""12 Box Jumps, 12 Burpees, 20 Rowing - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""24 Box Jumps, 25 Burpees, 40 Rowing - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""24 Box Jumps, 25 Burpees, 40 Rowing - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""24 Box Jumps, 25 Burpees, 40 Rowing - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}","{""YouTube Search"": ""Hammerfall-10 workout demo 24 Box Jumps"", ""CF Library Search"": ""Hammerfall-10 workout demo 24 Box Jumps CrossFit movement demo""}","Gymnastics Skill, Lactate Threshold / Conditioning",Full Gym,Hammerfall-10 - A for time - high intensity pacing challenge that demands focus and grit.
Falcon-11,Custom,For Time (10-15 minutes),"42 Clean and Jerks, 24 Deadlifts, 38 Box Jumps, 47 Rowing","Barbell, Kettlebell, Rower, Pull-up Bar",Full Body,"Conditioning, Stamina",,,Medium,,"Gymnastics, Monostructural, Weightlifting",Complex,,Bodyweight or unspecified,Time,,,,Mixed,,5,Weightlifting,6,"Hinge, Pull",For Time - High Intensity Pacing,Standard,,"[{""movement"": ""Clean"", ""reps"": ""42"", ""type"": ""Weightlifting"", ""pattern"": ""Hinge"", ""equipment"": ""Barbell"", ""skill_level"": ""Intermediate""}, {""movement"": ""Jerk"", ""reps"": """", ""type"": ""Weightlifting"", ""pattern"": ""General"", ""equipment"": ""Barbell"", ""skill_level"": ""Intermediate""}, {""movement"": ""Deadlift"", ""reps"": ""24"", ""type"": ""Weightlifting"", ""pattern"": ""Hinge"", ""equipment"": ""Barbell"", ""skill_level"": ""Intermediate""}, {""movement"": ""Box Jump"", ""reps"": ""38"", ""type"": ""General"", ""pattern"": ""General"", ""equipment"": ""Barbell, Kettlebell, Rower, Pull-up Bar"", ""skill_level"": ""Intermediate""}, {""movement"": ""Row"", ""reps"": ""47"", ""type"": ""Monostructural"", ""pattern"": ""General"", ""equipment"": ""Pull-up Bar, Row/Bike/Running"", ""skill_level"": ""Beginner""}]",7,Hard,"{""RX"": 360, ""Intermediate"": 503, ""Beginner"": 720}",6m 0s,"5-10 min general cardio (row/jog/bike); Hip hinge mobility: kettlebell deadlift warm-up, Romanian deadlift 3x8",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint. Maintain neutral spine; use mixed grip for heavy sets if needed.,"{""Beginner"": ""21 Clean and Jerks, 12 Deadlifts, 19 Box Jumps, 23 Rowing - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""42 Clean and Jerks, 24 Deadlifts, 38 Box Jumps, 47 Rowing - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""42 Clean and Jerks, 24 Deadlifts, 38 Box Jumps, 47 Rowing - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""42 Clean and Jerks, 24 Deadlifts, 38 Box Jumps, 47 Rowing - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}","{""YouTube Search"": ""Falcon-11 workout demo 42 Clean and Jerks"", ""CF Library Search"": ""Falcon-11 workout demo 42 Clean and Jerks CrossFit movement demo""}","Gymnastics Skill, Lactate Threshold / Conditioning",Full Gym,Falcon-11 - Expect sharp efforts and quick transitions; small mistakes add up.
Viper-12,Custom,AMRAP 18,"34 Clean and Jerks, 44 Bike Erg","Barbell, Kettlebell, Rower, Pull-up Bar",Full Body,"Conditioning, Stamina",,,Medium,,"Monostructural, Weightlifting",Moderate,,Bodyweight or unspecified,Rounds,,,,Mixed Aerobic/Anaerobic (Sustained),,3,Weightlifting,6,Hinge,Aerobic/Mixed (Long AMRAP),Standard,,"[{""movement"": ""Clean"", ""reps"": ""34"", ""type"": ""Weightlifting"", ""pattern"": ""Hinge"", ""equipment"": ""Barbell"", ""skill_level"": ""Intermediate""}, {""movement"": ""Jerk"", ""reps"": """", ""type"": ""Weightlifting"", ""pattern"": ""General"", ""equipment"": ""Barbell"", ""skill_level"": ""Intermediate""}, {""movement"": ""Bike Erg"", ""reps"": ""44"", ""type"": ""Monostructural"", ""pattern"": ""General"", ""equipment"": ""Row/Bike/Running"", ""skill_level"": ""Beginner""}]",7,Hard,"{""RX_rounds"": 19, ""Intermediate_rounds"": 15, ""Beginner_rounds"": 9, ""Minutes"": 18}",,"5-10 min general cardio (row/jog/bike); Hip hinge mobility: kettlebell deadlift warm-up, Romanian deadlift 3x8",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint.,"{""Beginner"": ""17 Clean and Jerks, 22 Bike Erg - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""34 Clean and Jerks, 44 Bike Erg - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""34 Clean and Jerks, 44 Bike Erg - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""34 Clean and Jerks, 44 Bike Erg - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}","{""YouTube Search"": ""Viper-12 workout demo 34 Clean and Jerks"", ""CF Library Search"": ""Viper-12 workout demo 34 Clean and Jerks CrossFit movement demo""}",Aerobic Endurance,Full Gym,Viper-12 - A aerobic/mixed (long amrap) challenge that demands focus and grit.
IronWolf-13,Custom,For Time,"43 Burpees, 42 Bike Erg","Barbell, Kettlebell, Rower, Pull-up Bar",Full Body,"Conditioning, Stamina",,,Mixed,,"Gymnastics, Monostructural",Simple,,Bodyweight or unspecified,Time,,,,Mixed,,2,Gymnastics,3,General,For Time - High Intensity Pacing,Standard,,"[{""movement"": ""Burpee"", ""reps"": ""43"", ""type"": ""General"", ""pattern"": ""General"", ""equipment"": ""Barbell, Kettlebell, Rower, Pull-up Bar"", ""skill_level"": ""Intermediate""}, {""movement"": ""Bike Erg"", ""reps"": ""42"", ""type"": ""Monostructural"", ""pattern"": ""General"", ""equipment"": ""Row/Bike/Running"", ""skill_level"": ""Beginner""}]",3,Easy,"{""RX"": 240, ""Intermediate"": 336, ""Beginner"": 480}",4m 0s,5-10 min general cardio (row/jog/bike),Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint.,"{""Beginner"": ""21 Burpees, 21 Bike Erg - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""43 Burpees, 42 Bike Erg - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""43 Burpees, 42 Bike Erg - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""43 Burpees, 42 Bike Erg - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}","{""YouTube Search"": ""IronWolf-13 workout demo 43 Burpees"", ""CF Library Search"": ""IronWolf-13 workout demo 43 Burpees CrossFit movement demo""}","Gymnastics Skill, Lactate Threshold / Conditioning",Full Gym,IronWolf-13 - A for time - high intensity pacing challenge that demands focus and grit.
Phoenix-14,Custom,AMRAP 12,"11 Snatches, 26 Running, 25 Thrusters, 15 Handstand Push-ups","Barbell, Kettlebell, Rower, Pull-up Bar",Full Body,"Conditioning, Stamina",,,Short,,"Gymnastics, Monostructural, Weightlifting",Moderate,,Bodyweight or unspecified,Rounds,,,,Mixed Aerobic/Anaerobic (Sustained),,4,Weightlifting,7,"Hinge, Push, Squat",Anaerobic/Mixed (AMRAP Intensity),Standard,,"[{""movement"": ""Snatch"", ""reps"": ""11"", ""type"": ""Weightlifting"", ""pattern"": ""Hinge"", ""equipment"": ""Barbell"", ""skill_level"": ""Intermediate""}, {""movement"": ""Run"", ""reps"": ""26"", ""type"": ""Monostructural"", ""pattern"": ""Locomotion"", ""equipment"": ""Row/Bike/Running"", ""skill_level"": ""Beginner""}, {""movement"": ""Thruster"", ""reps"": ""25"", ""type"": ""Weightlifting"", ""pattern"": ""Squat"", ""equipment"": ""Barbell"", ""skill_level"": ""Intermediate""}, {""movement"": ""Handstand Push-Up"", ""reps"": ""15"", ""type"": ""Gymnastics"", ""pattern"": ""Push"", ""equipment"": ""None (bodyweight)"", ""skill_level"": ""Intermediate""}]",9,Elite,"{""RX_rounds"": 12, ""Intermediate_rounds"": 9, ""Beginner_rounds"": 6, ""Minutes"": 12}",,"5-10 min general cardio (row/jog/bike); Hip hinge mobility: kettlebell deadlift warm-up, Romanian deadlift 3x8; Air squats and goblet squats progression, ankle mobility; Shoulder activation: band pull-aparts, push-up progressions; Strides or ramped efforts for 6x20s",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint. Break thrusters into manageable sets; keep front rack tight.,"{""Beginner"": ""5 Snatches, 13 Running, 12 Thrusters, 7 Handstand Push-ups - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""11 Snatches, 26 Running, 25 Thrusters, 15 Handstand Push-ups - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""11 Snatches, 26 Running, 25 Thrusters, 15 Handstand Push-ups - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""11 Snatches, 26 Running, 25 Thrusters, 15 Handstand Push-ups - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}","{""YouTube Search"": ""Phoenix-14 workout demo 11 Snatches"", ""CF Library Search"": ""Phoenix-14 workout demo 11 Snatches CrossFit movement demo""}","Aerobic Endurance, Gymnastics Skill",Full Gym,Phoenix-14 - Expect sharp efforts and quick transitions; small mistakes add up.
Nitro-15,Custom,For Time,"11 Pull-ups, 16 Double-unders, 47 Clean and Jerks, 32 Bike Erg","Barbell, Kettlebell, Rower, Pull-up Bar",Full Body,"Conditioning, Stamina",,,Mixed,,"Gymnastics, Monostructural, Weightlifting",Complex,,Bodyweight or unspecified,Time,,,,Mixed,,5,Weightlifting,6,"Hinge, Pull",For Time - High Intensity Pacing,Standard,,"[{""movement"": ""Pull-Up"", ""reps"": ""11"", ""type"": ""Gymnastics"", ""pattern"": ""Pull"", ""equipment"": ""Pull-up Bar"", ""skill_level"": ""Intermediate""}, {""movement"": ""Double-Under"", ""reps"": ""16"", ""type"": ""Monostructural"", ""pattern"": ""General"", ""equipment"": ""Row/Bike/Running"", ""skill_level"": ""Beginner""}, {""movement"": ""Clean"", ""reps"": ""47"", ""type"": ""Weightlifting"", ""pattern"": ""Hinge"", ""equipment"": ""Barbell"", ""skill_level"": ""Intermediate""}, {""movement"": ""Jerk"", ""reps"": """", ""type"": ""Weightlifting"", ""pattern"": ""General"", ""equipment"": ""Barbell"", ""skill_level"": ""Intermediate""}, {""movement"": ""Bike Erg"", ""reps"": ""32"", ""type"": ""Monostructural"", ""pattern"": ""General"", ""equipment"": ""Row/Bike/Running"", ""skill_level"": ""Beginner""}]",7,Hard,"{""RX"": 360, ""Intermediate"": 503, ""Beginner"": 720}",6m 0s,"5-10 min general cardio (row/jog/bike); Hip hinge mobility: kettlebell deadlift warm-up, Romanian deadlift 3x8; Scapular pull-ups, ring rows or banded pull-ups",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint. Use kip efficiently; consider banded pull-ups to keep turnover high.,"{""Beginner"": ""5 Pull-ups, 8 Double-unders, 23 Clean and Jerks, 16 Bike Erg - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""11 Pull-ups, 16 Double-unders, 47 Clean and Jerks, 32 Bike Erg - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""11 Pull-ups, 16 Double-unders, 47 Clean and Jerks, 32 Bike Erg - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""11 Pull-ups, 16 Double-unders, 47 Clean and Jerks, 32 Bike Erg - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}","{""YouTube Search"": ""Nitro-15 workout demo 11 Pull-ups"", ""CF Library Search"": ""Nitro-15 workout demo 11 Pull-ups CrossFit movement demo""}","Gymnastics Skill, Lactate Threshold / Conditioning",Full Gym,Nitro-15 - Brutal but fair; pace wisely and prioritize technique.
Thunderbolt-16,Custom,AMRAP 12,"22 Clean and Jerks, 16 Burpees, 19 Running, 22 Box Jumps","Barbell, Kettlebell, Rower, Pull-up Bar",Full Body,"Conditioning, Stamina",,,Short,,"Gymnastics, Monostructural, Weightlifting",Complex,,Bodyweight or unspecified,Rounds,,,,Mixed Aerobic/Anaerobic (Sustained),,5,Weightlifting,8,Hinge,Anaerobic/Mixed (AMRAP Intensity),Standard,,"[{""movement"": ""Clean"", ""reps"": ""22"", ""type"": ""Weightlifting"", ""pattern"": ""Hinge"", ""equipment"": ""Barbell"", ""skill_level"": ""Intermediate""}, {""movement"": ""Jerk"", ""reps"": """", ""type"": ""Weightlifting"", ""pattern"": ""General"", ""equipment"": ""Barbell"", ""skill_level"": ""Intermediate""}, {""movement"": ""Burpee"", ""reps"": ""16"", ""type"": ""General"", ""pattern"": ""General"", ""equipment"": ""Barbell, Kettlebell, Rower, Pull-up Bar"", ""skill_level"": ""Intermediate""}, {""movement"": ""Run"", ""reps"": ""19"", ""type"": ""Monostructural"", ""pattern"": ""Locomotion"", ""equipment"": ""Row/Bike/Running"", ""skill_level"": ""Beginner""}, {""movement"": ""Box Jump"", ""reps"": ""22"", ""type"": ""General"", ""pattern"": ""General"", ""equipment"": ""Barbell, Kettlebell, Rower, Pull-up Bar"", ""skill_level"": ""Intermediate""}]",9,Elite,"{""RX_rounds"": 12, ""Intermediate_rounds"": 9, ""Beginner_rounds"": 6, ""Minutes"": 12}",,"5-10 min general cardio (row/jog/bike); Hip hinge mobility: kettlebell deadlift warm-up, Romanian deadlift 3x8; Strides or ramped efforts for 6x20s",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint.,"{""Beginner"": ""11 Clean and Jerks, 8 Burpees, 9 Running, 11 Box Jumps - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""22 Clean and Jerks, 16 Burpees, 19 Running, 22 Box Jumps - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""22 Clean and Jerks, 16 Burpees, 19 Running, 22 Box Jumps - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""22 Clean and Jerks, 16 Burpees, 19 Running, 22 Box Jumps - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}","{""YouTube Search"": ""Thunderbolt-16 workout demo 22 Clean and Jerks"", ""CF Library Search"": ""Thunderbolt-16 workout demo 22 Clean and Jerks CrossFit movement demo""}","Aerobic Endurance, Gymnastics Skill, High Difficulty",Full Gym,Thunderbolt-16 - Brutal but fair; pace wisely and prioritize technique.
Rampage-17,Custom,AMRAP 12,"42 Pull-ups, 50 Burpees","Barbell, Kettlebell, Rower, Pull-up Bar",Full Body,"Conditioning, Stamina",,,Short,,Gymnastics,Simple,,Bodyweight or unspecified,Rounds,,,,Mixed Aerobic/Anaerobic (Sustained),,2,Gymnastics,5,Pull,Anaerobic/Mixed (AMRAP Intensity),Standard,,"[{""movement"": ""Pull-Up"", ""reps"": ""42"", ""type"": ""Gymnastics"", ""pattern"": ""Pull"", ""equipment"": ""Pull-up Bar"", ""skill_level"": ""Intermediate""}, {""movement"": ""Burpee"", ""reps"": ""50"", ""type"": ""General"", ""pattern"": ""General"", ""equipment"": ""Barbell, Kettlebell, Rower, Pull-up Bar"", ""skill_level"": ""Intermediate""}]",5,Moderate,"{""RX_rounds"": 14, ""Intermediate_rounds"": 11, ""Beginner_rounds"": 7, ""Minutes"": 12}",,"5-10 min general cardio (row/jog/bike); Scapular pull-ups, ring rows or banded pull-ups",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint. Use kip efficiently; consider banded pull-ups to keep turnover high.,"{""Beginner"": ""21 Pull-ups, 25 Burpees - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""42 Pull-ups, 50 Burpees - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""42 Pull-ups, 50 Burpees - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""42 Pull-ups, 50 Burpees - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}","{""YouTube Search"": ""Rampage-17 workout demo 42 Pull-ups"", ""CF Library Search"": ""Rampage-17 workout demo 42 Pull-ups CrossFit movement demo""}","Aerobic Endurance, Gymnastics Skill",Full Gym,Rampage-17 - A anaerobic/mixed (amrap intensity) challenge that demands focus and grit.
Inferno-18,Custom,For Time (10-15 minutes),"10 Bike Erg, 42 Burpees, 32 Snatches","Barbell, Kettlebell, Rower, Pull-up Bar",Full Body,"Conditioning, Stamina",,,Medium,,"Gymnastics, Monostructural, Weightlifting",Moderate,,Bodyweight or unspecified,Time,,,,Mixed,,3,Weightlifting,4,Hinge,For Time - High Intensity Pacing,Standard,,"[{""movement"": ""Bike Erg"", ""reps"": ""10"", ""type"": ""Monostructural"", ""pattern"": ""General"", ""equipment"": ""Row/Bike/Running"", ""skill_level"": ""Beginner""}, {""movement"": ""Burpee"", ""reps"": ""42"", ""type"": ""General"", ""pattern"": ""General"", ""equipment"": ""Barbell, Kettlebell, Rower, Pull-up Bar"", ""skill_level"": ""Intermediate""}, {""movement"": ""Snatch"", ""reps"": ""32"", ""type"": ""Weightlifting"", ""pattern"": ""Hinge"", ""equipment"": ""Barbell"", ""skill_level"": ""Intermediate""}]",5,Moderate,"{""RX"": 300, ""Intermediate"": 420, ""Beginner"": 600}",5m 0s,"5-10 min general cardio (row/jog/bike); Hip hinge mobility: kettlebell deadlift warm-up, Romanian deadlift 3x8",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint.,"{""Beginner"": ""5 Bike Erg, 21 Burpees, 16 Snatches - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""10 Bike Erg, 42 Burpees, 32 Snatches - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""10 Bike Erg, 42 Burpees, 32 Snatches - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""10 Bike Erg, 42 Burpees, 32 Snatches - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}","{""YouTube Search"": ""Inferno-18 workout demo 10 Bike Erg"", ""CF Library Search"": ""Inferno-18 workout demo 10 Bike Erg CrossFit movement demo""}","Gymnastics Skill, Lactate Threshold / Conditioning",Full Gym,Inferno-18 - A for time - high intensity pacing challenge that demands focus and grit.
